date,open,high,low,close,adj close,volume,volume_log,price_change,returns,average_price,price_range,volume_change,price_volume_correlation,returns_volume_correlation,returns_volume_covariance,moving_average_5,moving_average_10,moving_average_20,exponential_moving_average_5,exponential_moving_average_10,exponential_moving_average_20,exponential_moving_average_12,exponential_moving_average_26,macd,macd_signal,macd_histogram
2024-11-29,234.81,237.81,233.97,237.33,236.49,28481400,17.164761835713872,2.5200000000000102,0.010215808964372464,236.07,3.8400000000000034,-5017000.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,234.012,230.88799999999998,233.42800000000003,234.3275466376872,232.3333931280303,230.9056455090349,231.88563287738697,230.5473278177654,1.3383050596215753,0.7487402823587075,0.5895647772628678
2024-12-02,237.27,240.79,237.16,239.59,238.74,48137100,17.689563768314784,2.319999999999993,0.009522605654573857,238.43,3.6299999999999955,19655700.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,235.956,232.34699999999998,233.42800000000003,236.085712809159,233.72117832392817,231.9698962298023,233.17624626458698,231.52552344374325,1.6507228208437255,0.935715391880475,0.7150074289632504
2024-12-03,239.81,242.76,238.9,242.65,241.79,38861000,17.475501760717165,2.8400000000000034,0.012771818523310774,241.23000000000002,3.859999999999985,-9276100.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,237.91199999999998,233.81,233.42800000000003,238.2771448607106,235.41281945890347,233.24392837383945,234.74185876569538,232.6892350769212,2.05262368877419,1.1655667930379903,0.8870568957362
2024-12-04,242.87,244.11,241.25,243.01,242.15,44383900,17.60838737156068,0.13999999999998636,0.0014836183803832448,242.94,2.8600000000000136,5522900.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,239.502,235.283,233.42800000000003,239.8563660856273,236.8412561592193,234.38156285443648,236.09281751780003,233.73688284650356,2.355934671296467,1.4091248076079883,0.9468098636884785
2024-12-05,243.99,244.54,242.13,243.04,242.18,40033900,17.505237178131694,-0.950000000000017,0.00012345170980609943,243.515,2.4099999999999966,-4350000.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,241.12399999999997,236.68699999999998,233.42800000000003,240.91829593408352,237.99957015253347,235.36918343756128,237.2172057991414,234.6560144193983,2.561191379743093,1.643765024406774,0.9174263553363189
2024-12-06,242.91,244.63,242.08,242.84,241.98,36870600,17.4229250705928,-0.06999999999999318,-0.0008229098090848375,242.875,2.549999999999983,-3163300.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,242.22599999999997,238.119,233.42800000000003,241.55915304220457,238.89952608786317,236.205592040479,238.1200200834,235.4450690507544,2.6749510326455948,1.8530178774821753,0.8219331551634195
2024-12-09,241.83,247.24,241.75,246.75,245.88,44649200,17.61434697038983,4.9199999999999875,0.016101136550815243,244.29000000000002,5.490000000000009,7778600.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,243.658,239.80699999999996,233.42800000000003,243.28995586348256,240.35315436246924,237.3666978860166,239.49643243567246,236.51120996535985,2.985222470312607,2.0820999323217015,0.9031225379909054
2024-12-10,246.89,248.21,245.34,247.77,246.89,36914800,17.42412313969831,0.8800000000000239,0.004133738601823644,247.32999999999998,2.8700000000000045,-7734400.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,244.68199999999996,241.29699999999997,234.60500000000002,244.78360336406246,241.72190996680973,238.49547218642923,240.80859169795713,237.55194176634154,3.256649931615584,2.3191967644721614,0.9374531671434227
2024-12-11,247.96,250.8,246.26,246.49,245.62,45205800,17.62673597727546,-1.4699999999999989,-0.005166081446502768,247.22500000000002,4.5400000000000205,8291000.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,245.378,242.44,235.718,245.35247827692615,242.59945149837324,239.35153640526795,241.7053833327127,238.36325318834557,3.3421301443671325,2.525304245230849,0.8168258991362833
2024-12-12,246.89,248.74,245.68,247.96,247.08,32777500,17.305252892864427,1.0700000000000216,0.005963730780153442,247.425,3.0600000000000023,-12428300.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,246.362,243.74300000000002,236.85999999999999,246.22172963907587,243.58384012566913,240.26255232547564,242.6887201261215,239.22004869239274,3.4686714337287583,2.715098027676529,0.7535734060522294
2024-12-13,247.82,249.29,246.24,248.13,247.25,33155300,17.316713171314248,0.3100000000000023,0.000685594450717808,247.975,3.049999999999983,377800.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,247.42,244.823,237.85549999999998,246.85785754741224,244.41716317821187,241.0864233993964,243.54131133661213,240.0036125934885,3.5376987431236273,2.8803987815054235,0.6572999616182038
2024-12-16,247.99,251.38,247.65,251.04,250.15,51694800,17.760867773493636,3.049999999999983,0.011727723370813736,249.515,3.7299999999999898,18539500.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,248.27799999999996,245.96800000000002,239.15749999999997,248.25196024104153,245.62934715091188,242.11896238059788,244.71294550555754,240.96090453551304,3.7520409700445043,3.0553883109642554,0.6966526590802489
2024-12-17,250.08,253.83,249.78,253.48,252.58,51356400,17.754300140903144,3.3999999999999773,0.009719566602931717,251.78,4.050000000000011,-338400.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,249.42,247.051,240.43050000000002,249.9946861711313,247.06451893130432,243.28757485477104,246.0794773736546,242.03322448942563,4.046252884228977,3.2541619821756678,0.7920909020533093
2024-12-18,252.16,254.28,247.74,248.05,247.17,56774100,17.85459081139636,-4.109999999999985,-0.021421808426700273,250.10500000000002,6.539999999999992,5417700.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,249.73200000000003,247.555,241.419,249.34644603778145,247.2444955988512,243.77373848908593,246.3860044754902,242.54268992067594,3.8433145548142704,3.3722780839135944,0.471036470900676
2024-12-19,247.5,252.0,247.09,249.79,248.91,60882300,17.924453066467066,2.289999999999992,0.007014714775246844,248.64499999999998,4.909999999999997,4108200.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,250.098,248.23000000000002,242.45850000000002,249.49429909342336,247.70900029992367,244.38372235326338,246.91461327009003,243.1499132157487,3.7647000543413185,3.450914583109927,0.31378547123139144
2024-12-20,248.04,255.0,245.69,254.49,253.59,147495300,18.809306875609565,6.450000000000017,0.01881580527643223,251.265,9.310000000000002,86613000.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,251.36999999999998,249.39500000000004,243.757,251.15954575557836,248.9455810379239,245.4021253384679,248.08930338403133,244.09091503499016,3.9983883490411642,3.5605790338141903,0.43780931522697397
2024-12-23,254.77,255.65,253.45,255.27,254.37,40858800,17.52563280282139,0.5,0.0030649534362843234,255.02,2.200000000000017,-106636500.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,252.21599999999998,250.247,245.027,252.5297043158927,250.09827572341567,246.39103470553445,249.20143282055554,245.01036820634206,4.191064614213474,3.686832444045669,0.5042321701678047
2024-12-24,255.49,258.21,255.29,258.2,257.29,23234700,16.961157451901094,2.7099999999999795,0.011478042856583048,256.845,2.9199999999999875,-17624100.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,253.16,251.29000000000002,246.29350000000005,254.41980944864707,251.57425025309223,247.56860981503087,250.5936736879979,246.0863891657966,4.507284522201303,3.8510855280522103,0.6561989941490927
2024-12-26,258.19,260.1,257.63,259.02,258.1,27237100,17.12009060920619,0.8299999999999841,0.003175832687838831,258.605,2.4700000000000273,4002400.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,255.35399999999998,252.54299999999998,247.4915,255.9532098532442,252.9302281292549,248.70543428240146,251.89624283829812,247.1336621152509,4.762580723047222,4.033529113751786,0.7290516092954356
2024-12-27,257.83,258.7,253.06,255.59,254.69,42355300,17.561604142421523,-2.2399999999999807,-0.013242220677939898,256.71,5.639999999999986,15118200.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,256.514,253.30599999999998,248.5245,255.83213971508363,253.4144673386145,249.38614492006823,252.46681534848855,247.81370540175865,4.653109946729899,4.157523871361864,0.4955860753680348
2024-12-30,252.23,253.5,250.75,252.2,251.31,35557500,17.386661690549982,-0.030000000000001137,-0.013263429711647623,252.21499999999997,2.75,-6797800.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,256.056,253.71300000000002,249.26799999999997,254.6214252295143,253.1934144428096,249.66335635560546,252.42562620914634,248.16421952410394,4.261406685042402,4.178310974411434,0.08309571063096843
2024-12-31,252.44,253.28,249.43,250.42,249.53,39480700,17.491322528197657,-2.0200000000000102,-0.007057890563045177,251.43,3.8499999999999943,3923200.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,255.086,253.651,249.80949999999999,253.2209491912165,252.6887077162754,249.73765472733842,252.11617436745126,248.3434355694411,3.7727387980101525,4.097163621854321,-0.3244248238441685
2025-01-02,248.93,249.1,241.82,243.85,242.99,55740700,17.836221156185857,-5.0800000000000125,-0.026235923648270876,246.39,7.280000000000001,16260000.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,252.21599999999998,252.68800000000002,249.86950000000002,250.09729803067546,251.08049792602864,249.16122268741043,250.84133899982118,247.988351500775,2.852987499046179,3.848247619431604,-0.9952601203854248
2025-01-03,243.36,244.18,241.89,243.36,242.5,40244100,17.510473992081813,0.0,-0.002009432027885949,243.36,2.2900000000000205,-15496600.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,249.084,252.219,249.887,247.85153133498096,249.67593352973498,248.5947636022797,249.68797820822854,247.62440706931335,2.0635711389151936,3.4912196335638503,-1.4276484946486567
2025-01-06,244.31,247.33,243.2,245.0,244.13,45045600,17.623185890192012,0.6899999999999977,0.006738987508218219,244.655,4.130000000000024,4801500.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,246.96599999999998,251.74,249.98499999999999,246.90102069657274,248.82534883261027,248.2445964587229,248.96548632422397,247.41897690120473,1.5465094230192449,3.1021967945723374,-1.5556873715530926
2025-01-07,242.98,245.55,241.35,242.21,241.35,40856000,17.525564271785825,-0.7699999999999818,-0.01138775510204082,242.595,4.200000000000017,-4189600.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,244.96800000000002,250.512,249.9535,245.33734691892585,247.62207784240016,247.65803851509594,247.92463935181826,247.01294134933673,0.9116980024815291,2.664024232249573,-1.7523262297680438
2025-01-08,241.92,243.71,240.05,242.7,241.84,37628900,17.443282956721927,0.7800000000000011,0.0020230378597083654,242.31,3.6599999999999966,-3227100.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,243.42399999999998,249.25499999999997,249.75099999999998,244.45823119977865,246.72686223653508,247.17706438184894,247.1198402173435,246.6780487955423,0.44179142180118447,2.219518585224864,-1.7777271634236795
2025-01-10,240.01,240.16,233.0,236.85,236.01,61710900,17.937971150741628,-3.1599999999999966,-0.02410383189122367,238.43,7.159999999999997,24082000.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,242.02400000000003,247.11999999999998,249.205,241.92215398028105,244.93058913143727,246.17701760421906,245.53818779684013,245.91763542442186,-0.379447627581726,1.6996700628867896,-2.0791176904685154
2025-01-13,233.53,234.67,229.72,234.4,233.57,49630700,17.720120171985332,0.8700000000000045,-0.010344099641123039,233.965,4.949999999999989,-12080200.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,240.23200000000003,244.658,248.6005,239.4147692194042,243.01551788657784,245.0383821300474,243.82308171154398,245.02942480682475,-1.206343095280772,1.1184179837949646,-2.3247610790757367
2025-01-14,234.75,236.12,232.47,233.28,232.45,39435300,17.49017193759859,-1.4699999999999989,-0.004778156996587013,234.015,3.6500000000000057,-10195400.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,237.888,242.427,247.8665,237.36984609147297,241.24510704839525,243.90318844818563,242.199836872047,244.1260883721915,-1.9262515001445024,0.5094426422929507,-2.435694142437453
2025-01-15,234.64,238.96,234.43,237.87,237.03,39832000,17.5001811924096,3.230000000000018,0.01967592592592604,236.255,4.530000000000001,396700.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,237.01999999999998,240.994,247.3535,237.5365640639603,240.63136139983345,243.32148346012497,241.53327996073702,243.64644615096077,-2.113166190223751,-0.015107683446615538,-2.0980585067771353
2025-01-16,237.35,238.01,228.03,228.26,227.45,71759100,18.08882524776566,-9.090000000000003,-0.040400218606802096,232.805,9.97999999999999,31927100.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,234.13199999999998,238.77799999999996,246.2145,234.44437600581384,238.38175359370064,241.87100348941698,239.49012638364653,242.46984910837585,-2.979722724729328,-0.6080565182673789,-2.371666206461949
2025-01-17,232.12,232.29,228.48,229.98,229.17,68488300,18.0421735003253,-2.140000000000015,0.00753526680101646,231.05,3.8100000000000023,-3270800.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,232.75799999999998,237.391,245.0395,232.95625065872736,236.85401235881133,240.72707241899332,238.0263568201615,241.51703658540163,-3.4906797652401167,-1.1846012573139906,-2.3060785079261263
2025-01-21,224.0,224.42,219.38,222.64,221.85,98070400,18.401196156276225,-1.3600000000000136,-0.031915818766849346,223.32,5.039999999999992,29582100.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,230.406,235.31900000000002,243.76899999999995,229.51750042094991,234.26943930363203,238.98874542395558,235.6583034702994,240.08014466296012,-4.421841192660736,-1.8320672931022004,-2.5897738995585353
2025-01-22,219.79,224.12,219.79,223.83,223.04,64126500,17.976368268588665,4.0400000000000205,0.005344951491196737,221.81,4.3300000000000125,-33943900.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,228.516,233.202,242.47099999999995,227.62166694061003,232.37123494022546,237.5331238800718,233.83796507021904,238.8457315231362,-5.007766452917167,-2.467221289472629,-2.540545163444538
2025-01-23,224.74,227.03,222.3,223.66,222.87,60234800,17.913760832950565,-1.0800000000000125,-0.0007595049814592691,224.2,4.72999999999999,-3891700.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,225.67399999999998,231.34699999999998,240.92950000000002,226.30111129063343,230.787289049282,236.2020021313616,232.27168788899095,237.694349737275,-5.4226618482840365,-3.058319946787346,-2.3643419014966907
2025-01-24,224.78,225.63,221.41,222.78,221.99,54697900,17.817335893712624,-2.0,-0.003934543503532173,223.78,4.219999999999999,-5536900.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,224.57799999999997,229.35500000000002,239.305,225.1274075252482,229.33135439358887,234.91508111742812,230.81108386451626,236.56551494547242,-5.754431080956152,-3.5975498697677404,-2.156881211188412
2025-01-27,224.02,232.15,223.98,229.86,229.05,94863400,18.36794853060677,5.840000000000003,0.0317802316186373,226.94,8.170000000000016,40165500.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,224.554,228.656,237.88799999999998,226.70493835181486,229.42747522927053,234.43070424038888,230.66473407500234,236.0588067634375,-5.394072688435159,-3.9568585360809445,-1.4372141523542146
2025-01-28,230.85,240.19,230.81,238.26,237.42,75707600,18.142389122878207,7.409999999999997,0.03654398329417896,234.555,9.379999999999995,-19155800.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,227.67800000000003,229.042,236.85,230.55662557056132,231.03343602218825,234.79741328835354,231.83343379827468,236.22489411077262,-4.391460312497941,-4.043779685335606,-0.34768062716233494
2025-01-29,234.12,239.86,234.01,239.36,238.51,45486100,17.63291736472747,5.240000000000009,0.004616805170821969,236.74,5.850000000000023,-30221500.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,230.78400000000002,229.65,236.03849999999997,233.49108371507117,232.54739314985915,235.23411557580408,232.99153246948546,236.46112245442725,-3.4695899849417913,-3.928940906071523,0.45935092112973175
2025-01-30,238.67,240.79,237.21,237.59,236.75,55658300,17.834741788982406,-1.079999999999984,-0.007394719251336945,238.13,3.579999999999984,10172200.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,233.57,229.62199999999999,235.308,234.85738914380406,233.46424879710412,235.45949890562744,233.69907452250862,236.54607435745166,-2.846999834943034,-3.712551426831513,0.8655515918884791
2025-01-31,247.19,247.19,233.44,236.0,235.17,100959800,18.43023298567758,-11.189999999999998,-0.006692200850204166,241.595,13.75,45301500.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,236.214,230.39600000000002,234.587,235.23825942928138,233.92530189185084,235.51118546410487,234.05309926070376,236.50502879827891,-2.451929537575154,-3.4604258698381156,1.0084963322629616
2025-02-03,229.99,231.83,225.7,228.01,227.2,73063300,18.10683676035289,-1.9800000000000182,-0.033855932203389894,229.0,6.130000000000024,-27896500.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,235.844,230.199,233.795,232.82883961918918,232.84977829218005,234.79414770394283,233.1233112283284,235.8671975106006,-2.7438862822722,-3.31711741614435,0.5732311338721501
2025-02-04,227.25,233.13,226.65,232.8,231.98,45067300,17.623667508249756,5.550000000000011,0.021007850532871464,230.025,6.47999999999999,-27996000.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,234.752,231.21499999999997,233.267,232.81922641279192,232.8407275960755,234.60359431581838,233.07356739726035,235.63713555586048,-2.563568158600134,-3.1664071135361582,0.6028389549360242
2025-02-05,228.53,232.67,228.27,232.47,231.65,39620300,17.494852196378964,3.9399999999999977,-0.0014175257731959823,230.5,4.399999999999977,-5447000.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,233.37399999999997,232.079,232.64049999999997,232.70281760852083,232.77332198433442,234.39978078023663,232.98070512152205,235.39979899565074,-2.4190938741286914,-3.016944107761868,0.5978502336331766
2025-02-06,231.29,233.8,230.43,233.22,232.4,29925300,17.214214867837256,1.9300000000000068,0.003226222738417883,232.255,3.3700000000000045,-9695000.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,232.5,233.035,232.19099999999997,232.87521173902093,232.85453675483498,234.28711357639273,233.01752164819382,235.23659164643186,-2.219069998238041,-2.8573689801718882,0.6382989819338474
2025-02-07,232.6,234.0,227.26,227.63,226.82,39707200,17.497043114599506,-4.969999999999999,-0.023968784838350077,230.115,6.740000000000009,9781900.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,230.82600000000002,233.51999999999998,231.4375,231.12680782596644,231.90461537491848,233.65153518760297,232.18863539713468,234.66752034817782,-2.478884951043142,-2.7816720583409436,0.30278710729780167
2025-02-10,229.57,230.59,227.2,227.65,227.09,33115600,17.31551505861166,-1.9199999999999875,8.786188112286375e-05,228.61,3.390000000000015,-6591600.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,230.754,233.29900000000004,230.97749999999996,229.9678718839566,231.13104520769897,233.07868209856028,231.49035758935443,234.1429067974318,-2.6525492080773745,-2.75584745662736,0.1032982485499856
2025-02-11,228.2,235.23,228.13,232.62,232.05,53718400,17.79926616372583,4.420000000000016,0.021831759279595797,230.41,7.099999999999994,20602800.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,230.718,232.73499999999999,230.88850000000002,230.8519145893151,231.40176533041569,233.0349097146297,231.66415424895783,234.02913559102961,-2.3649813420717862,-2.677674157044096,0.31269281497230983
2025-02-12,231.2,236.96,230.68,236.87,236.29,45243300,17.62756517295169,5.670000000000016,0.018270140142722102,234.035,6.280000000000001,-8475100.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,231.598,232.48599999999996,231.06800000000004,232.85794305955957,232.39599302963862,233.40082481645348,232.465075118013,234.24123278523052,-1.776157667217518,-2.4973707176059015,0.7212130503883833
2025-02-13,236.91,242.34,235.57,241.53,240.94,53614100,17.797322669800195,4.6200000000000045,0.01967323848524516,239.22,6.77000000000001,8370800.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,233.26,232.88000000000002,231.25100000000003,235.74862870638856,234.05672596196948,234.1763136317923,233.85971065760194,234.7850893485285,-0.92537869092655,-2.18297211491883,1.25759342399228
2025-02-14,241.25,245.55,240.99,244.6,244.0,40896200,17.52654773161337,3.3499999999999943,0.012710636359872352,242.925,4.560000000000002,-12717900.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,236.654,233.74,232.06800000000004,238.69908580426963,235.9736890261047,235.1705323274528,235.5120946561076,235.51703945299445,-0.0049447968868605585,-1.7473664325651415,1.742421635678281
2025-02-18,244.15,245.18,241.84,244.47,243.87,48822500,17.703701850621435,0.3199999999999932,-0.0005314799672935244,244.31,3.3400000000000034,7926300.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,240.01799999999997,235.38600000000002,232.79249999999996,240.62272386951767,237.51847557453738,236.05739574873076,236.89025637633713,236.18437485315528,0.7058815231818585,-1.2567166443047888,1.9625981674866473
2025-02-19,244.66,246.01,243.16,244.87,244.27,32204200,17.28760746784322,0.21000000000000796,0.001636192579866691,244.765,2.8499999999999943,-16618300.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,242.468,236.59300000000002,233.904,242.03848257968068,238.85511831538187,236.89771998907565,238.11792615320041,236.83148343491808,1.2864427182823306,-0.7480846083193312,2.034527326601662
2025-02-20,244.94,246.78,244.29,245.83,245.23,32316900,17.291100902118927,0.8900000000000148,0.0039204475844325515,245.385,2.490000000000009,112700.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,244.26,237.929,235.00400000000005,243.3023217197885,240.12328012468902,237.74935648717295,239.3044128825596,237.50161578691578,1.8027970956438253,-0.23790813635518285,2.040705231999008
2025-02-21,245.95,248.69,245.22,245.55,244.95,53197400,17.78952009973505,-0.39999999999997726,-0.0011389984948948495,245.75,3.469999999999999,20880500.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,245.064,239.16200000000003,236.09849999999997,244.05154781319285,241.10995742243668,238.4930200668564,240.2652819160296,238.10075236116126,2.164529554868352,0.2425795007200987,1.9219500541482533
2025-02-24,244.93,248.86,244.42,247.1,246.5,51326400,17.753715817135788,2.1699999999999875,0.006312360008144946,246.015,4.440000000000026,-1871000.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,245.564,241.109,237.3145,245.06769854212905,242.19905693698533,239.31347624255415,241.31678578121566,238.770426676565,2.546359104650662,0.7033354973238206,1.8430236073268416
2025-02-25,248.0,250.0,244.91,247.04,246.44,48013300,17.686988634652565,-0.960000000000008,-0.00024281667341163882,247.51999999999998,5.090000000000003,-3313100.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,246.07799999999997,243.048,238.17350000000002,245.72513236141958,243.07922897434173,240.04993971758918,242.19728649415018,239.38559325356502,2.811693240585157,1.1250071014850915,1.6866861391000656
2025-02-26,244.33,244.98,239.13,240.36,239.77,44433600,17.609506520468685,-3.969999999999999,-0.027040155440414382,242.34500000000003,5.849999999999994,-3579700.0,-0.2694722424245847,0.09289247934770782,44763.85323792927,245.17600000000002,243.82200000000003,238.27849999999998,243.93675490761268,242.5848234436941,240.07949119883384,241.91462534455664,239.45805571709215,2.4565696274644893,1.391319634726954,1.0652499927375352
